Date,PM10,PM25,NO2
15-02-21,21.62,17.62,55.85
16-02-21,17.75,12.73,55.06
17-02-21,21.57,17.38,39.63
18-02-21,31.5,28.19,60.38
19-02-21,24.4,19.55,64.8
20-02-21,34.4,30,60.83
21-02-21,32.2,29.12,26.58
22-02-21,39.29,33.44,30.18
23-02-21,62.36,49.35,66.52
24-02-21,64.33,53.39,54.71
25-02-21,68.78,51.26,56.87
26-02-21,67.04,42.96,47.45
27-02-21,48.26,30.24,44.23
28-02-21,11.15,8.39,24.26
01-03-21,20.38,17.6,52.14
02-03-21,15.4,12.88,25.26
03-03-21,40.02,28.72,52.68
04-03-21,53.41,43.92,50.34
05-03-21,41.43,33.17,31.86
06-03-21,16.63,12.9,35.42
07-03-21,18.33,16.73,23.45
08-03-21,33.26,26.31,42.64
09-03-21,16.69,12.36,49.23
10-03-21,9.08,7.79,35.78
11-03-21,18.86,16.4,43.97
12-03-21,30.78,27.75,44.19
13-03-21,39.72,36.79,50.1
14-03-21,31.94,26.51,49.56
15-03-21,25.9,19.5,50.46
16-03-21,18.64,14.35,44.77
17-03-21,8.77,8.27,39.33
18-03-21,11.71,10.55,38.19
19-03-21,12.04,11.09,32.54
20-03-21,20.87,18.09,41.12
21-03-21,17.6,15.14,29.16
22-03-21,11.85,10.73,48.37
23-03-21,11.47,10.3,38.33
24-03-21,6.45,5.21,49.17
25-03-21,15.89,13.33,38.22
26-03-21,29.28,23.84,60.19
27-03-21,45.24,38.15,59.18
28-03-21,44.23,38.53,53.21
29-03-21,12.46,7.47,38.15
30-03-21,27.68,19.91,59.68
31-03-21,29.97,22.2,60.91
01-04-21,28.17,20.16,51
02-04-21,25.43,15.76,34.95
03-04-21,10.06,7.26,39.25
04-04-21,16.06,14.19,39.46
05-04-21,14.37,12.56,30.36
06-04-21,20.8,15.13,39.01
07-04-21,13.34,10.69,35.94
08-04-21,16.81,13.35,45.99
09-04-21,19.66,15.57,52.85
10-04-21,21.34,16.42,45.62
11-04-21,19.85,14.53,50.6
12-04-21,32.05,21.91,58.13
13-04-21,38.09,25.81,90.23
14-04-21,19.82,15.56,32.75
15-04-21,9.5,7.03,20.96
16-04-21,13.53,10.23,24.2
17-04-21,18.06,13.14,51.55
18-04-21,17.73,15.15,38.8
19-04-21,30.84,27.96,55.74
20-04-21,22.8,25.6,38.96
21-04-21,23.71,17.99,44.73
22-04-21,31.95,25.05,45.71
23-04-21,17.79,11.18,39.73
24-04-21,13.55,9.16,44.81
25-04-21,15.93,11.25,36.51
26-04-21,19.52,10.66,35.27
27-04-21,17.74,12.05,50.26
28-04-21,14.35,10.89,44.79
29-04-21,25.06,19.11,32.92
30-04-21,32.52,27.05,27.22
01-05-21,41.97,34.21,37.18
02-05-21,42.63,29.92,19.95
03-05-21,35.5,15.6,15.22
04-05-21,32.8,19.8,26.48
05-05-21,43.23,27.04,51.08
06-05-21,22.13,11.07,26.14
07-05-21,25.98,13.17,36.33
08-05-21,23.27,12.77,35.23
09-05-21,16.31,11.09,38.71
10-05-21,21.16,11.5,66.86
11-05-21,15.79,6.66,73.1
12-05-21,26.77,8.74,66.08
13-05-21,21.13,13.49,51.73
14-05-21,14.68,7.75,21.06
15-05-21,17.1,8.75,48.55
16-05-21,16.64,10.48,37.49
17-05-21,13.91,6.49,24.12
18-05-21,19.2,4.62,13.64
19-05-21,14.77,5.6,25.37
20-05-21,11.96,6.57,57.99
21-05-21,14.63,8.21,49.28
22-05-21,13.74,7.55,29.49
23-05-21,20.77,11.92,42.17
24-05-21,25.61,12.58,62.73
25-05-21,19.08,7.67,62.85
26-05-21,23.1,10.09,56.04
27-05-21,18.87,8.53,56.23
28-05-21,19.58,10.49,34.06
29-05-21,17,7.93,27.2
30-05-21,19.25,10.6,35.73
31-05-21,11.61,5.06,44.02
01-06-21,8.43,3.12,33.79
02-06-21,12.24,4.97,21.84
03-06-21,16.99,7.94,27.88
04-06-21,19.66,9.48,48.51
05-06-21,24.52,12.74,35.1
06-06-21,21.19,11.6,42.74
07-06-21,22.5,10.66,57.47
08-06-21,24.67,11.39,52.46
09-06-21,23.19,10.91,52
10-06-21,22.03,9.76,55.35
11-06-21,21.31,8.44,44.8
12-06-21,20.58,9.79,35.61
13-06-21,16.47,7.06,22.99
14-06-21,12.99,4.33,44.86
15-06-21,13.72,4.04,34.59
16-06-21,17.2,7.53,62.89
17-06-21,19.55,8.28,60.66
18-06-21,18.44,8.6,36.2
19-06-21,13.99,4.42,32.99
20-06-21,16.02,6.56,25.48
21-06-21,20.86,9.99,36.12
22-06-21,26.61,11.79,33.34
23-06-21,40.65,14.95,50.07
24-06-21,43.95,15.11,40.39
25-06-21,32.5,10.9,48.39
26-06-21,38.92,12.91,16.49
27-06-21,28.71,10.03,38.9
28-06-21,31.49,12.91,68.92
29-06-21,37.26,16.18,38.02
30-06-21,46.7,20.72,42.93
01-07-21,35.18,12.11,55.09
02-07-21,28.89,9.72,43.5
03-07-21,21.83,6.91,30.65
04-07-21,21.84,8.6,28.86
05-07-21,24.22,7.02,41.85
06-07-21,28.8,10.49,50.19
07-07-21,25.57,11.38,62.6
08-07-21,19.48,9.92,56.23
09-07-21,26.89,13.02,72.92
10-07-21,28.99,12.99,47.19
11-07-21,27.04,15.22,40.92
12-07-21,27.21,14.55,61.82
13-07-21,29.9,15.69,76.72
14-07-21,37.07,15.55,71.64
15-07-21,40.84,14.45,73.54
16-07-21,41.84,12.93,72.41
17-07-21,42.34,12.29,47.13
18-07-21,40.92,15.21,45.22
19-07-21,45.71,19.33,81.8
20-07-21,35.15,19.27,30.78
21-07-21,29.39,18.45,44.09
22-07-21,32.68,19.28,39.56
23-07-21,23.93,12.88,66.36
24-07-21,28.45,9.94,45.34
25-07-21,29.34,12.32,46.47
26-07-21,34.91,12.81,74.48
27-07-21,43.39,18.15,48.86
28-07-21,38.41,16.01,58.19
29-07-21,40.03,18.5,43.21
30-07-21,35.32,14.56,69.14
31-07-21,28.5,18.01,42.56
01-08-21,41.46,21.88,29.41
02-08-21,30.6,23.4,39.25
03-08-21,35.1,14.56,58.75
04-08-21,28.9,16.8,56.73
05-08-21,27.5,15.7,75.25
06-08-21,25.8,20.4,35.91
07-08-21,17.36,12.13,31.17
08-08-21,16.5,13.59,37.95
09-08-21,26.86,14.71,61.95
10-08-21,28.68,15.66,60.26
11-08-21,24.72,13.88,65.48
12-08-21,28.5,14.37,68.01
13-08-21,24.04,11.37,55.19
14-08-21,21.02,10.08,42.2
15-08-21,29.85,19,39.72
16-08-21,25.4,15.9,60.24
17-08-21,29.5,22.5,82.08
18-08-21,30.16,12.87,54.62
19-08-21,11.29,10.29,51.2
20-08-21,23.19,12.99,64.92
21-08-21,24.29,13.51,49.9
22-08-21,26.79,15.13,47.5
23-08-21,25.36,12.67,70.9
24-08-21,27.26,12.23,70.83
25-08-21,31.55,13.56,46.64
26-08-21,22.38,11.41,24.94
27-08-21,28.25,12.79,60.26
28-08-21,21.49,11.23,34.42
29-08-21,17.46,9.32,23.78
30-08-21,15.49,6.03,16.22
31-08-21,21.9,9.84,32.63
01-09-21,21.81,9.24,26.23
02-09-21,15.18,5.53,42.97
03-09-21,20.11,7.97,45.48
04-09-21,20.72,12.05,50.42
05-09-21,20.33,11.43,33.92
06-09-21,15.87,7.94,54.2
07-09-21,22.71,9.36,62.5
08-09-21,21.39,8.63,61.4
09-09-21,28.48,10.49,60.52
10-09-21,32.9,13.19,66.98
11-09-21,38.28,17.62,67.41
12-09-21,31.5,17.62,51.13
13-09-21,30,13.68,70.54
14-09-21,35.73,17.93,70.58
15-09-21,25.84,12.78,64.45
16-09-21,38.22,17.35,75.33
17-09-21,53.8,23.63,68.64
18-09-21,31.42,12.69,23.06
19-09-21,17.68,6.21,20.19
20-09-21,21.76,8.34,42.93
21-09-21,18.4,8.79,32.08
22-09-21,19.03,8.14,46.1
23-09-21,18.3,8.41,37.78
24-09-21,28.49,11.17,37.16
25-09-21,32.55,16.56,55.31
26-09-21,30.72,15.68,52.72
27-09-21,31.02,13.52,57.98
28-09-21,26.58,9.86,41.13
29-09-21,26.29,9.73,51.07
30-09-21,35.29,14.12,53.64
01-10-21,26.76,11.75,60.09
02-10-21,26.52,12.26,47.38
03-10-21,30.63,18.12,52.45
04-10-21,34.98,19.11,60.38
05-10-21,36.81,16.81,57.13
06-10-21,28.28,11.08,46.45
07-10-21,43.51,10.65,31.62
08-10-21,57.78,11.06,39.65
09-10-21,30.42,12.21,32.8
10-10-21,35.81,17.38,35.61
11-10-21,31.62,15.38,49.44
12-10-21,30.09,21.98,52.39
13-10-21,27.9,22.2,43.71
14-10-21,18.5,15.16,49.95
15-10-21,16.78,13.72,46.28
16-10-21,12.6,10.04,36.93
17-10-21,10.45,8.33,26.37
18-10-21,22.98,16.62,38.45
19-10-21,36.67,21.95,59.03
20-10-21,47.35,35.12,55.06
21-10-21,35.39,26.21,52.11
22-10-21,35.86,28.02,33.2
23-10-21,27.88,20.43,41.23
24-10-21,18.24,10.82,32.91
25-10-21,18.41,10.32,47.49
26-10-21,22.04,14,54.08
27-10-21,37.11,25.19,58.8
28-10-21,58.92,37.98,81.91
29-10-21,54.66,42.49,77.23
30-10-21,30.6,22.5,52.02
31-10-21,26.15,16.98,42.83
01-11-21,38.71,26.04,51.51
02-11-21,29.09,21.92,44.36
03-11-21,37.31,27.35,34.48
04-11-21,42.54,30.13,52.29
05-11-21,60.12,38.54,70.24
06-11-21,32.5,22.5,48.77
07-11-21,31.78,23.39,31.41
08-11-21,47.84,35.48,41.68
09-11-21,12.35,9.7,43.49
10-11-21,18.59,12.32,56.37
11-11-21,41.63,28.1,73.08
12-11-21,74.57,52.88,74.54
13-11-21,39.43,31.2,45.94
14-11-21,24.31,19.21,34.26
15-11-21,31.88,22.1,41.43
16-11-21,39.19,28.69,34.03
17-11-21,28.1,17.99,48.86
18-11-21,31.45,20.42,40.6
19-11-21,46.02,35.1,39.15
20-11-21,26.68,19.17,35.29
21-11-21,28.89,23.65,28.03
22-11-21,33.5,15.8,54.81
23-11-21,28.6,23.38,38.98
24-11-21,19.28,12.33,48.05
25-11-21,15.75,12.79,61.71
26-11-21,47.35,31.3,58.82
27-11-21,42.28,31.93,50.68
28-11-21,46.39,36.74,42.08
29-11-21,31.46,24.58,29.48
30-11-21,12.2,11.48,23.44
01-12-21,11.18,9.6,20.13
02-12-21,47.58,32.52,56.06
03-12-21,47.67,28.45,60
04-12-21,18.03,14.24,30.31
05-12-21,21.25,18.01,23.41
06-12-21,18.5,12.74,30.78
07-12-21,17.34,12.53,29.29
08-12-21,14.9,13.13,19.86
09-12-21,31.47,25.76,34.84
10-12-21,27.05,18.8,28.64
11-12-21,20.12,12.66,28.65
12-12-21,18.25,8.04,20.19
13-12-21,16.39,12.6,25.49
14-12-21,21.42,18.57,30.61
15-12-21,33.62,25.99,26.43
16-12-21,30.35,28.28,27.53
17-12-21,37.47,32.14,33.78
18-12-21,33.08,25.74,40.26
19-12-21,19.37,16.45,21.38
20-12-21,18.73,15.31,38.14
21-12-21,19.09,10.9,45.6
22-12-21,32.43,25.65,45.3
23-12-21,22.5,18.5,59.5
24-12-21,38.31,35.87,29.63
25-12-21,12.59,10.02,21
26-12-21,11.87,10.06,22.78
27-12-21,8.94,7.83,31.55
28-12-21,17.68,15.03,44.94
29-12-21,21.1,18.22,36.71
30-12-21,16.11,14.64,34.11
31-12-21,25.64,22.66,27.84
01-01-22,53.6,25.42,63.2
02-01-22,21.83,17.81,36.52
03-01-22,15.49,11.54,29.67
04-01-22,20.16,13.38,40.84
05-01-22,33.98,27.04,44.8
06-01-22,32.28,26.03,40.01
07-01-22,14.17,9.32,32.22
08-01-22,12.62,10.37,25.33
09-01-22,10.68,7.93,25.18
10-01-22,13.84,10.7,29.52
11-01-22,18.17,14.28,23.7
12-01-22,17.82,13.49,29.27
13-01-22,29.3,22.95,34.26
14-01-22,30.69,26.72,32.09
15-01-22,29.79,22.46,50.79
16-01-22,40.53,33.18,42.07
17-01-22,26.67,20.83,25.91
18-01-22,13.26,7.99,35.05
19-01-22,21.42,13.75,41.29
20-01-22,26.41,18.07,29.68
21-01-22,16.39,10.62,32.13
22-01-22,16.34,12.41,36.85
23-01-22,23.57,19.31,35.41
24-01-22,18.62,15.12,29.91
25-01-22,38.01,29.77,44.48
26-01-22,22.5,38.24,55.08
27-01-22,33.25,24.94,41.19
28-01-22,23.45,18.14,38.04
29-01-22,24.56,17.53,41.32
30-01-22,18.92,13.03,22.63
31-01-22,20.92,8.08,26.49
01-02-22,36.45,22.44,48.4
02-02-22,39.65,30.04,36.38
03-02-22,41.22,31.9,53.37
04-02-22,25.09,18.37,40.49
05-02-22,36.29,29.69,40.15
06-02-22,32.39,26.26,31.99
07-02-22,29.53,22.75,42.23
08-02-22,15.8,12.11,35.75
09-02-22,21.43,13.35,45.82
10-02-22,40.24,30.68,51.08
11-02-22,56,42.44,59.72
12-02-22,45.81,32.33,52.64
13-02-22,17.36,12.27,37.12
14-02-22,29.02,18.79,57.73
15-02-22,60.58,45.86,62.87
16-02-22,84.79,66.95,78.64
17-02-22,43.83,32.63,33.38
18-02-22,22.46,12.8,35.23
19-02-22,24.5,16.29,31.73
20-02-22,27.41,22.26,35.59
21-02-22,29.58,21.88,40.66
22-02-22,37.19,28.35,56.9
23-02-22,27.75,21.49,39.01
24-02-22,16.13,11.06,47.11
25-02-22,29.97,22.97,40.04
26-02-22,26.21,19.68,33.82
27-02-22,13.19,8.22,21.16
28-02-22,13.87,9.54,36.52
01-03-22,18.63,15.98,43.39
02-03-22,19.37,16.88,34.62
03-03-22,29.15,21.62,44.1
04-03-22,27.63,20.32,51.83
05-03-22,28.8,23.28,34.88
06-03-22,13.92,10.51,25.31
07-03-22,15.36,13,35.75
08-03-22,23.89,20.18,42.9
09-03-22,20.5,16.3,54.87
10-03-22,17.92,14.41,45.27
11-03-22,14.62,11.62,40.22
12-03-22,18.75,14.62,32
13-03-22,25.08,19.96,35.85
14-03-22,33.75,26.32,44.25
15-03-22,39.28,29.79,41.99
16-03-22,78.18,59.37,64.22
17-03-22,19.5,10.15,40.78
18-03-22,21.87,14.96,46.9
19-03-22,23.75,16.89,43.81
20-03-22,30.94,24.81,34.9
21-03-22,34.08,25.25,51.78
22-03-22,80.08,18.64,41.56
23-03-22,37.83,20.69,53.66
24-03-22,45.94,27.83,46.78
25-03-22,32.04,14.77,39.08
26-03-22,26.85,18.75,22.15
27-03-22,38.53,22.62,40.19
28-03-22,25.5,15.36,48.03
29-03-22,55.26,28.52,37.98
30-03-22,53.39,32.15,33.62
31-03-22,56.6,22.07,34.52
01-04-22,57.99,16.58,21.44
02-04-22,7.28,12.16,14.82
03-04-22,13.93,6.56,13.76
04-04-22,18.89,12.61,27.81
05-04-22,23.68,14.47,24.43
06-04-22,28.3,15.55,42.86
07-04-22,26.07,13.92,44.85
08-04-22,21.52,11,22.07
09-04-22,14.57,6,27.72
10-04-22,10.44,5.71,32.13
11-04-22,6.13,4.29,27.05
12-04-22,16.02,10.36,39.83
13-04-22,20.75,12.69,39.86
14-04-22,24.94,13.47,46.02
15-04-22,34.18,21.47,49.28
16-04-22,25.62,14.9,50.64
17-04-22,7.09,8.89,24.1
18-04-22,7.5,3.82,35.75
19-04-22,3.06,4.06,30.94
20-04-22,14.71,10.15,28.63
21-04-22,16.48,11.81,24.61
22-04-22,25.51,20.46,48.04
23-04-22,19.15,18.47,19.69
24-04-22,24.96,18.8,26.16
25-04-22,21.86,8.3,20.93
26-04-22,22.71,16.57,35.2
27-04-22,19.96,10.51,50.87
28-04-22,12.89,12.5,23.43
29-04-22,23.5,16.9,32.02
30-04-22,25.5,19.5,33.36
01-05-22,18.5,15.5,35.89
02-05-22,30.5,19.5,46.69
03-05-22,22.5,15.7,37.46
04-05-22,17.82,9.61,42.63
05-05-22,21.51,10.86,54.98
06-05-22,21.15,6.02,53.69
07-05-22,19.54,7.63,42.18
08-05-22,14,4.52,35.68
09-05-22,16.5,4.81,47.18
10-05-22,15.4,7.25,45.82
11-05-22,15.5,7.37,29.41
12-05-22,20.95,7.57,29.18
13-05-22,26.39,11.28,35.41
14-05-22,19.89,9.7,34.42
15-05-22,13.33,5.9,23.67
16-05-22,20.64,9.68,43.92
17-05-22,22.66,11.49,33.6
18-05-22,14.56,8.93,30.41
19-05-22,11.98,5.41,27.11
20-05-22,17.47,6.84,24.86
21-05-22,17.72,11,19.47
22-05-22,19.94,9.2,22.99
23-05-22,18.57,8.83,38.73
24-05-22,17.27,9.82,38.78
25-05-22,20.39,9.89,35.92
26-05-22,19.91,9.58,28.67
27-05-22,17.23,9.04,30.87
28-05-22,19.48,10.46,23.01
29-05-22,11.65,7.51,19.39
30-05-22,14.39,9.24,18.82
31-05-22,20.5,11.84,31.09
01-06-22,16.52,9.33,25.32
02-06-22,21.3,11.21,45.35
03-06-22,20.21,10.07,44.32
04-06-22,19.69,12.01,34.92
05-06-22,24.09,15.26,29.68
06-06-22,11.45,6.91,37.03
07-06-22,17.17,9.48,46.54
08-06-22,17.62,9.53,45.66
09-06-22,18.85,10.4,46.95
10-06-22,16.33,9.71,40.32
11-06-22,14.13,9.32,27.99
12-06-22,15.95,9.48,21.9
13-06-22,16.76,11.18,24.37
14-06-22,20.53,11.72,41.07
15-06-22,13.81,7.65,42.58
16-06-22,22.63,12.88,29.22
17-06-22,22.01,11.99,31.08
18-06-22,14.45,8.88,28.66
19-06-22,13.67,8.73,26.17
20-06-22,22.13,11.41,34.51
21-06-22,24.16,11.7,17.9
22-06-22,17.85,7.63,37.84
23-06-22,20.63,10.5,22.13
24-06-22,16.78,7.53,34.93
25-06-22,20.27,9.58,27.38
26-06-22,19.06,10.52,21.57
27-06-22,13.76,7.79,36.28
28-06-22,18.81,10.94,26.03
29-06-22,23.48,12.7,39.34
30-06-22,32.64,15.79,45.32
01-07-22,25.97,11.81,43.41
02-07-22,24.55,12.57,29.55
03-07-22,23.03,12.98,20.72
04-07-22,24.02,11.18,27.17
05-07-22,32.29,14.36,34.92
06-07-22,27.22,13.5,15.77
07-07-22,14.71,8.91,22.82
08-07-22,16.06,9.45,39.58
09-07-22,16.28,9.74,23.9
10-07-22,15.85,10.07,15.07
11-07-22,15.98,8.82,24.85
12-07-22,12.58,6.39,21.67
13-07-22,11.73,5.68,23.14
14-07-22,19.46,9.2,28.74
15-07-22,23.9,11.51,28.59
16-07-22,19.63,10.46,29.68
17-07-22,16.46,9.66,26.84
18-07-22,14.24,5.67,31.49
19-07-22,18.71,8.28,52.42
20-07-22,25.21,11.83,54.24
21-07-22,28.27,12.16,63.54
22-07-22,24.13,8.65,54.52
23-07-22,31.26,13.43,48.7
24-07-22,27.94,12.76,32.52
25-07-22,18.14,10.54,46.5
26-07-22,24.15,12.8,42.13
27-07-22,33.5,16.66,50.67
28-07-22,20.29,9.01,51.72
29-07-22,17.85,9.73,58.92
30-07-22,20.77,10.64,40.44
31-07-22,16.88,11.31,20.57
01-08-22,13.15,7.92,45.58
02-08-22,13.68,6.85,47.05
03-08-22,15.7,8.32,51.68
04-08-22,17.63,8.1,58.61
05-08-22,19.8,10.44,60.8
06-08-22,19.44,10.4,38.28
07-08-22,19.38,10.53,30.62
08-08-22,20.58,9.36,45.55
09-08-22,25.73,11.45,53.04
10-08-22,14.95,6.56,47.74
11-08-22,15.46,7.61,46.85
12-08-22,18.58,8.81,50.43
13-08-22,20.84,13.19,32.29
14-08-22,16.88,10.44,24.49
15-08-22,15,11.47,18.77
16-08-22,20.1,12.6,36.86
17-08-22,23.89,13.34,44.6
18-08-22,23.85,13.26,60.04
19-08-22,26.04,13.89,58.69
20-08-22,32.78,13.1,44.02
21-08-22,27.75,14.08,34.33
22-08-22,21.99,12.39,38.38
23-08-22,27.03,11.23,46.5
24-08-22,33.77,8.02,52.77
25-08-22,68.43,12.92,51.22
26-08-22,47.57,10.97,56.56
27-08-22,74.37,18.46,47.94
28-08-22,56.57,19.71,46.03
29-08-22,40.4,16.56,62.91
30-08-22,40.24,15.3,56.54
31-08-22,21.16,11.91,50.93
01-09-22,18.48,11.09,47.8
02-09-22,20.68,8.28,38.17
03-09-22,12.03,8.3,30.76
04-09-22,12.15,8.31,31.13
05-09-22,19.84,13.27,42.16
06-09-22,21.25,12.04,57.06
07-09-22,24.88,12.8,49.35
08-09-22,31.94,17.93,42.49
09-09-22,33.68,17.17,50.34
10-09-22,24.35,13.1,29.75
11-09-22,15.77,9.29,17.3
12-09-22,13.93,6.06,33.8
13-09-22,14.41,6.62,38.53
14-09-22,16.86,7.38,31.76
15-09-22,32.38,11.32,32.89
16-09-22,22.78,8.35,20.38
17-09-22,15.17,7.11,23.62
18-09-22,14.85,3.3,12.63
19-09-22,12.47,5.33,21.18
20-09-22,10.42,4.3,21.15
21-09-22,12.24,6.51,42.37
22-09-22,14.23,16.78,40.67
23-09-22,13.24,6.74,35.48
24-09-22,13.83,8.35,29.87
25-09-22,27.11,19.33,45.27
26-09-22,33.26,19.1,50.43
27-09-22,17.82,12,27.91
28-09-22,13.18,6.61,25.98
29-09-22,23.47,11.55,36.41
30-09-22,19.96,9.79,36.44
01-10-22,24.25,12.54,34.02
02-10-22,10.2,5.07,14.5
03-10-22,11.86,5.53,33.67
04-10-22,14.51,6.33,40.38
05-10-22,17.15,8.91,43.46
06-10-22,23.64,12.69,40.84
07-10-22,28.13,13.88,56.15
08-10-22,26.92,12.23,45.36
09-10-22,35.12,21.61,46.19
10-10-22,22.05,17.05,39.58
11-10-22,29.97,10.44,49.32
12-10-22,33.51,15.14,46.45
13-10-22,40.78,19.04,56.42
14-10-22,29.67,15.36,45.81
15-10-22,23.63,10.36,43.18
16-10-22,32.51,19.85,46.47
17-10-22,42.71,22.45,57.17
18-10-22,65.44,34.96,76.33
19-10-22,45.4,25.24,59.16
20-10-22,27.7,12.61,52.06
21-10-22,31.74,14.69,54.59
22-10-22,48.45,27.67,56.82
23-10-22,26.63,15.24,34.03
24-10-22,34.92,18.1,55.13
25-10-22,45.78,23.23,49.73
26-10-22,38.87,19.62,40.22
27-10-22,29.99,13.74,58.43
28-10-22,47.06,25.79,65.92
29-10-22,47.19,31.43,61.75
30-10-22,43.76,31.26,48.94
31-10-22,52.7,27.46,54.08
01-11-22,53.49,23.73,55.18
02-11-22,54.66,29.98,64.6
03-11-22,41.33,19.61,52.38
04-11-22,44.61,24,59.08
05-11-22,41.17,22.71,39.72
06-11-22,33.5,17.21,26.76
07-11-22,27.16,13.26,45.15
08-11-22,41.41,24.21,50.7
09-11-22,55.45,32.53,55.12
10-11-22,64.63,39.8,64.87
11-11-22,32.43,25.4,52.3
12-11-22,35.4,26.52,47.56
13-11-22,38.71,32.16,46.97
14-11-22,30.29,21.45,47.13
15-11-22,24.31,19.08,35.82
16-11-22,29.18,21.71,33.46
17-11-22,31.69,22.08,44.81
18-11-22,23.16,15.86,41.33
19-11-22,18.69,14.43,29.07
20-11-22,13.8,10.93,28.58
21-11-22,10.19,15.25,29.9
22-11-22,25.97,17.79,37.51
23-11-22,18.06,14.37,37.23
24-11-22,15.13,11.07,35.6
25-11-22,36.07,22.43,37.22
26-11-22,28.48,22.16,42.61
27-11-22,30.39,24.62,45.04
28-11-22,22.26,18,40.23
29-11-22,12.15,10.11,35.87
30-11-22,9.05,16.33,28.68
01-12-22,11.65,9.28,28
02-12-22,15.49,12.12,32.74
03-12-22,27.55,18.78,33.79
04-12-22,10.01,8.04,29.97
05-12-22,19.58,15.37,39.8
06-12-22,13.68,9.63,40.36
07-12-22,21.5,14.26,37.8
08-12-22,27.76,19.73,42.42
09-12-22,27.3,17.12,39.83
10-12-22,35.34,21.84,42.99
11-12-22,20.51,14.03,29.61
12-12-22,12.67,10.53,30.87
13-12-22,18.89,15.08,42.08
14-12-22,35.1,28.12,51.56
15-12-22,15.83,13.34,40
16-12-22,24.16,16.24,43.83
17-12-22,20.68,17.23,34.67
18-12-22,22.07,18.08,34.06
19-12-22,26.42,21.41,45.46
20-12-22,43.85,28.58,54.38
21-12-22,26.69,22.28,38.82
22-12-22,33.79,27.18,37.15
23-12-22,46.14,38.07,46.63
24-12-22,59.44,50.68,45.59
25-12-22,26.17,23.21,52.25
26-12-22,25.8,21.34,46.81
27-12-22,27.1,23,48.37
28-12-22,24.98,14.46,58.48
29-12-22,36.42,30.14,54.34
30-12-22,38.2,32.83,47.63
31-12-22,52.36,46.64,49.13
01-01-23,40.87,43.44,37.98
02-01-23,32.16,28.21,39.12
03-01-23,45.97,40.73,51.61
04-01-23,34.7,27.81,54.94
05-01-23,25.75,22.65,34.24
06-01-23,11.66,7.96,43.56
07-01-23,34.74,27.7,43.48
08-01-23,33.21,28.07,36.37
09-01-23,17.91,13.17,43.89
10-01-23,32.11,38.86,43.53
11-01-23,18.37,16.44,37.99
12-01-23,12.81,11.46,39.3
13-01-23,19.53,18.37,36.6
14-01-23,24.75,22.7,35.81
15-01-23,32.97,29.21,34.22
16-01-23,30.5,20.5,58.11
17-01-23,36.5,19.5,54.57
18-01-23,31.46,15.37,44.91
19-01-23,51.69,16.65,42.71
20-01-23,17.49,7.02,65.27
21-01-23,18.68,13.51,37.61
22-01-23,16,9.33,30.83
23-01-23,9.21,6.82,31.84
24-01-23,11.91,8.55,37.11
25-01-23,15.24,10.68,49.91
26-01-23,22.28,17.66,42.97
27-01-23,10.68,8.89,42.26
28-01-23,14.99,13.79,43.44
29-01-23,19.05,18.07,41.25
30-01-23,15.51,13.75,36.13
31-01-23,30.48,28.19,53.79
01-02-23,30.18,27.07,57.87
02-02-23,13.17,11.24,42.38
03-02-23,15.77,12.07,44.7
04-02-23,18.57,16.19,38.08
05-02-23,13.96,8.94,34.82
06-02-23,20.12,16.22,52.52
07-02-23,20.08,14.99,44.58
08-02-23,20.28,14.77,60.39
09-02-23,35.17,23.86,74.02
10-02-23,36.25,29.44,54.32
11-02-23,41.32,37.17,42.41
12-02-23,38.8,47.26,52.89
13-02-23,46,40.57,56.05
14-02-23,63.7,56.71,76.3
15-02-23,40.5,44.36,73.71
16-02-23,35.8,51.88,61.86
17-02-23,33.5,46.26,62.46
18-02-23,36.13,29.21,32.9
19-02-23,28.01,23.94,24.51
20-02-23,36.93,26.82,35
21-02-23,21.47,9.79,27.07
22-02-23,24.4,14,53.26
23-02-23,16.07,7.55,37.7
24-02-23,21.22,13.25,40.06
25-02-23,36,28.87,43.02
26-02-23,40.25,25.48,36.14
27-02-23,16.39,9.84,34.57
28-02-23,17.71,14.2,34.83
01-03-23,26.74,18.57,41.09
02-03-23,26.85,21.01,50.17
03-03-23,37.72,29.52,47.4
04-03-23,41.81,35.31,29.65
05-03-23,39.01,29.79,43.25
06-03-23,32.45,22.8,42.3
07-03-23,38.08,30.91,59.05
08-03-23,34.95,24.15,53.19
09-03-23,17.14,10.05,30.97
10-03-23,16.91,10.96,42.49
11-03-23,15.12,11.86,27.04
12-03-23,18.73,9.41,37.6
13-03-23,33.98,24.38,46.11
14-03-23,23.07,12.03,71.39
15-03-23,19.55,10.76,52.84
16-03-23,16.92,11.33,46
17-03-23,15.5,11.8,45.21
18-03-23,13.51,8.96,44.37
19-03-23,28.78,23.32,35.66
20-03-23,30.5,39.21,62.85
21-03-23,33.36,26.99,54.5
22-03-23,29.93,21.82,48.07
23-03-23,26.91,21.5,37.98
24-03-23,25.31,18.57,34.75
25-03-23,33.55,23.45,40.86
26-03-23,10.18,5.93,19.63
27-03-23,19.94,12.1,46.03
28-03-23,8.42,5.01,33.89
29-03-23,13.49,9.54,53.02
30-03-23,17.47,12.49,42.14
31-03-23,16.5,12.22,42.53
01-04-23,26.88,21.11,45.34
02-04-23,9.99,8.39,28.29
03-04-23,18.08,13.95,44.98
04-04-23,5.52,4.28,32.25
05-04-23,9.32,8.34,24.58
